product_name,product_thumbnail,product_price,brand_id,category_id,discount_id,product_quantity,desc 
Realme C12,https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/r/e/realme_c12_0001_realme_c12-removebg-previewjpg,3290000,5,1,1,4,ĐẶC ĐIỂM NỔI BẬT Dùng thả ga; không lo cạn pin - Pin khủng 6000mAh; hỗ trợ sạc ngược; chế độ siêu tiết kiệm pin Lưu trữ khoảnh khắc hoàn hỏa- Bộ ba camera AI 13MP hỗ trợ chụp đêm; chụp cận cảnh Giải trí sống động và chân thực - Màn hình IPS LCD 6.5 inch; HD+ Đa nhiệm dễ dàng; chơi game mượt mà - Helio G35 xung nhịp 2.3Ghz; công nghệ HyperEngine tối ưu trải nghiệm gaming Điện thoại Realme C12 - Sử thay đổi toàn diện về một diện mạo mới Là một chiếc điện thoại tầm trung thuộc dòng Realme series C chiếc Realme C12 được hãng tối ưu đáng kể sự thay đổi về ngoại hình lẫn cấu hình hiệu năng bên trong. Vậy chiếc smartphone này có những nâng cấp gì mới; cấu hình hiệu năng bên trong ra sao? Thiết kế hợp kim nhôm nguyên khối; màn hình 6.52 inch Máy được hãng thiết kế với ngoại hình cực kỳ bắt mắt. Cụ thể máy được Realme trang bị một bộ khung vỏ máy làm bằng hợp kim nhôm nguyên khối cực kỳ chắc chắn được CNC và gia công với nhiều màu sắc. Mặt lưng của chiếc điện thoại này làm bằng nhựa PC chất lượng cao chống bám dính mồ hôi; vân tay. Với kích thước vừa vặn với lòng bàn tay 75.9 x 164.5 x 9.8 mm và chỉ nặng 209 gam bạn có thể cầm chiếc điện thoại Realme C12 một cách dễ dàng.
Realme C11 2021 4GB 64GB,https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/r/e/realme-c11-2021-gray-600x600_2jpg,3190000,5,1,3,5,"ĐẶC ĐIỂM NỔI BẬT Hiển thị rõ ràng; sắc nét - Màn hình HD+ 6.5 inch; hiển thị theo tỷ lệ 20:9 Hiệu năng ổn định; giải trí thoải mái - Chip Spreadtrum SC9863A; 2GB RAM; Android 11 Thỏa sức sử dụng suốt ngày dài - Pin ""khủng"" tận 5000mAh; sạc 10W Camera AI chụp đêm rõ nét - Camera sau 8MP; chụp chân dung; chụp đêm chuyên nghiệp Điện thoại Realme C11 - Smartphone thời thượng với giá phải chăng Với người dùng có nhu cầu đọc báo; lướt web; nghe nhạc hay thực hiện công việc cơ bản; Realme C11 sẽ là chiếc smartphone đáp ứng tốt những nhu cầu trên với mức giá vô cùng phải chăng. Cùng CellphoneS đánh giá chi tiết chiếc điện thoại giá rẻ này nhé! Smartphone mang phong cách thiết kế nghệ thuật hình học đầy cuốn hút. Bề mặt màn hình được phủ kính cường lực Corning Gorilla Glass 3 chống xước cao cấp. Mặt lưng được khắc đường nét cân xứng với logo ""realme"" nổi bật; cùng hai lựa chọn màu sắc Xám và Xanh Dương sẽ giúp cho Realme C11 (2021) mang vẻ ngoài thời trang ấn tượng trên tay bạn.Màn hình 6.52 inch với kính Gorilla Glass 3 bền bỉ Realme C11 phiên bản 2021 thu hút người dùng qua chiếc màn hình kích thước lớn; đáp ứng nhu cầu giải trí hiệu quả. Màn hình của máy rộng 6.5 inch; có độ phân giải HD+ (1600 x 720 pixels) và hiển thị theo tỷ lệ 20:9 tương thích với nhiều ứng dụng trò chơi và video. Thiết kế viền màn hình mỏng càng tăng thêm tính chân thực cho hình ảnh khi bạn xem phim."
Realme 8 5G,https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/r/e/realme-8-5g-blue-1-600x600_1jpg,6590000,5,1,1,2,"ĐẶC ĐIỂM NỔI BẬT Cấu hình nâng cấp; mượt mà - Chip MediaTek Dimensity 700 5G 8 nhân mạnh mẽ Vuốt mượt; chạm êm - Màn hình 6.5"" có tốc độ làm tươi cao 90Hz Camera chụp đêm ấn tượng - Cụm 3 camera lên đến 48 MP; nhiều bộ lọc chụp đêm rõ nét Đủ năng lượng cho cả ngày dài - Dung lượng pin 5000 mAh; sạc nhanh 18 W; chế độ tiết kiệm pin Điện thoại Realme 8 5G - Smartphone pin ""trâu"" hỗ trợ mạng 5G Linh hoạt; thời thượng và mạnh mẽ ở mọi yếu tố; Realme 8 5G không chỉ là bản nâng cấp đáng chú ý từ Realme 8; mà còn là chiếc smartphone hỗ trợ 5G với giá rẻ dành cho tất cả người dùng công nghệ hiện nay. Vẻ ngoài thời thượng và linh hoạt cùng màn hình 6.5 inch FHD+ Realme 8 5G mang đến vẻ ngoài thời thượng và thời trang với mặt lưng ánh kim cong nhẹ hai bên. Nhờ thiết kế linh hoạt với độ mỏng ấn tượng và trọng lượng nhẹ kinh ngạc; bạn sẽ có trải nghiệm cầm nắm vô cùng thoải mái và đầy phong cách. Với kích thước trên; máy rất tiện lợi khi cất giữ vào túi cho nhu cầu sử dụng tiện lợi.Realme 8 5G sử dụng màn hình có kích thước 6.5 inch; độ phân giải Full HD+ (2400 x 1080 pixels) trên tấm nền LCD làm nên chất lượng hình ảnh tuyệt vời. Tốc độ làm mượt ảnh lên đến 90 Hz còn giúp cho những chuyển động mượt mà hơn; thích hợp cho những tác vụ gaming. Màn hình mang thiết kế phủ toàn mặt trước với chấm đục lỗ cho camera selfie. Viền màn hình siêu mỏng hai bên sẽ tăng thêm tỷ lệ hiển thị hình ảnh; giúp bạn thực hiện tác vụ đa nhiệm thoải mái."
Realme C25Y 4GB 64GB,https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/r/e/realme-c25y-2_3jpg,3390000,5,1,3,7,ĐẶC ĐIỂM NỔI BẬT Đắm chìm mọi chi tiết - Màn hình notch thời thượng; 6.5 inches Hiệu năng ổn định - Chip UNISOC T618 cùng RAM 4 GB cho đa nhiệm mượt mà Bắt trọn mọi chi tiết - Bộ 3 camera AI lên đến 50MP; camera selfie 8MP cảm biến cao cấp Trọn vẹn cả ngày dài - Viên pin lớn 5000mAh; sạc nhanh 18W Đánh giá Realme C25Y - Thiết kế độc đáo; hiệu năng ổn định Realme liên tục khiến người dùng ấn tượng với những mẫu smartphone giá rẻ; độc đáo. Trong lần ra mắt này; Realme mang đến thị trường thiết kế mang tên Realme C25Y. Điểm nổi bật nhất đó chính là pin lớn; sạc nhanh và có ba camera sau. Điện thoại Realme này hắc chắn sẽ mang đến cho người dùng những trải nghiệm ấn tượng vượt trội so với mức giá thành. Màn hình notch thời thượng; kích thước lớn Điện thoại Realme C25Y được thiết kế màn hình notch giọt nước vô cùng thời thượng. Bên cạnh đó là kích thước lên đến 6.50 inch và tỷ lệ khung hình 20:9 inch. Thiết kế này cho phép hiển thị được nội dung nhiều hơn giúp người dùng có thể thoải mái đọc tin tức cũng như giải trí với những video và hình ảnh.
Realme C21Y 4GB 64GB,https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/r/e/realme-c21y_2jpg,3390000,5,1,5,2,"ĐẶC ĐIỂM NỔI BẬT Hiệu năng mạnh mẽ ấn tượng - Chip Spreadtrum T610 8 nhân cùng RAM 4GB Nâng cao trải nghiệm giải trí - Màn hình lớn IPS LCD 6.5"" sắc nét và chân thực Bắt trọn triệu chi tiết rực rỡ - Cụm 3 camera AI 13MP da dang chế độ chụp Giải trí bất tận - Pin khủng 5000mAh với chế độ siêu tiết kiệm pi"
Realme V25,https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/r/e/real_me_pro_002_2jpg,4390000,5,1,6,0,Điện thoại Realme V25 - Cấu hình cực đại trong phân khúc Màn hình tần số quét 120 Hz; vi xử lý Qualcomm Snapdragon 695 cùng 5000mAh pin ấn tượng chính là những thông số cấu hình có trên điện thoại Realme V25 - chiếc smartphone mới nhất của hãng Realme trong phân khúc trung cấp; hứa hẹn sẽ mang trải nghiệm smartphone toàn diện đến cho bạn. Thiết kế lộng lẫy sang trọng; màn hình 120 Hz nét mượt Điện thoại Realme V25 được hãng Realme mang đến ngôn ngữ thiết kế đầy lộng lẫy và sang trọng. Với ba tùy chọn màu gồm Đen; Xanh Lá và Tím; Realme V25 là chiếc smartphone hoàn toàn nổi bật trên tay bạn. Mặt lưng của Realme V25 được thiết kế phản chiếu ánh mặt trời (hoặc tia UV); giúp chiếc máy đổi màu liên tục khi sử dụng ngoài trời và càng tăng thêm nét cuốn hút. Độ mỏng của toàn thân Realme V25 chỉ có 8.5mm; tạo thuận tiện cho việc bỏ túi cũng như cầm nắm.Điện thoại Realme V25 tối ưu giải trí nhờ trang bị màn hình 6.6 inch có độ phân giải Full HD Plus (2412 x 1080 pixels). Đặc biệt; màn hình Realme V25 được tích hợp tần số quét lên đến 120 Hz giúp gia tăng độ mượt chuyển động ảnh; cho trải nghiệm giải trí thêm tối ưu hơn. Viền màn hình được thu hẹp đáng kể cho tỷ lệ hiển thị 20:9 rộng rãi và bắt mắt. Bộ ba camera 64 MP chụp đêm đầy ấn tượng Nếu bạn là một tín đồ nhiếp ảnh; bộ ba camera chất lượng trên Realme V25 sẽ đáp ứng tuyệt vời nhu cầu chụp ảnh sáng tạo của bạn. Trong bộ ba camera của Realme V25; camera chính 64 MP sẽ giúp bạn chụp ảnh ban đêm cực rõ nét; cùng với cảm biến lấy nét tự động cho ra loạt ảnh phong cảnh sống động. Hai camera phụ trên Realme V25 cung cấp cho bạn tính năng chụp macro; chụp chân dung; và tính năng chụp ảnh Trắng - Đen (B&W) đặc sắc.
Realme 9 SE 5G,https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/5/0/50_1_16jpg,2390000,5,1,2,4,Điện thoại Realme 9 SE 5G –Thiết kế tinh tế; hiệu năng vượt trội Realme 9 SE 5G đang là chiếc điện thoại làm khuấy đảo thị trường công nghệ hiện nay; từ thiết kế cho đến hiệu năng bên trong; tạo nét riêng ấn tượng; khiến nhiều người dùng muốn sở hữu ngay khi mới vừa ra mắt cách đây không lâu. Cùng tìm hiểu chi tiết xem đây có phải là chiếc điện thoại xứng đáng để mua; và sử dụng không thông qua bài viết dưới đây. Thiết kế tinh tế; sang trọng Màu sắc phủ lên điện thoại Realme 9 SE 5G vô cùng sang trọng; màn hình rộng vừa phải; không quá lớn cũng chẳng quá bé; khung thiết bị với các viền bo mềm mại; và kèm theo đó là bộ camera cúc chất lượng. Lần đầu tiên trên điện thoại của hãng Realme có màn hình Full-HD + LCD HDR10 6;6 inch; mang đến trải nghiệm với tốc độ làm mới lên đến 144Hz.Camera chân thực Bộ camera gồm có 3 camera sau; ở trong một khung hình chữ nhật phía sau góc lưng máy; có độ phân giải lần lượt là. Camera chính là 48Mp; còn camera macro mang độ phân giải 2MP; màu sắc hiển thị chân thực; sống động trên từng khung hình. Ngoài ra; máy Realme 9 SE 5G còn hỗ trợ bộ lọc cửa sổ bật lên; đâm nét cổ điển; lâu đời của thập niên 90; từ đó mà những khoảnh khắc được đáng nhớ sẽ được ghi lại thông qua bộ camera này.
Realme Q2,https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/r/e/realme-q2jpg,5530000,5,1,8,2,Điện thoại Realme Q2 – smartphone màn hình lớn; pin trâu Realme Q2 là mẫu smartphone mới ra mắt của Realme sở hữu nhiều tính năng tương đồng với Realme V5 được ra mắt trước đó nhưng vẫn có nhiều điểm riêng biệt. Thiết kế mặt lưng gradient; khung viền mỏng Tiếp tục là một mẫu điện thoại được trang bị mặt lưng họa tiết gradient đổi màu độc đáo. Ngoài ra; các góc và cạnh viền trên Realme Q2 được làm bo cong nhẹ nhà không chỉ giúp cầm nắm thoải mái mà còn giúp điện thoại trở nên sang trọng hơn.Máy với ba viền (trên; trái; phải) tương đối mỏng giúp nâng cao tỉ lệ hiển thị của màn hình; lên đến 90.7%. Màu sắc trên máy cũng khá đa dạng; với hai màu cơ bản là bạc và xanh lam.Điểm nổi bật nhất trên điện thoại Realme Q2 đó chính là logo. Không còn là một logo nhỏ gọn mà với Realme Q2; logo được làm rất lớn và đặt dọc theo máy. Đây là một thiết kế khá độc đáo và có sự khác biệt so với các dòng điện thoại khác hiện nay. Màn hình LCD kích thước lớn; tần số quét 120Hz Về màn hình; điện thoại Realme Q2 được trang bị màn hình kích thước lớn lên đến 6.5 inch trên tấn nền LCD. Máy với độ phân giải FHD+ cùng tần số quét lên tới 120Hz. Người dùng cũng có thể điều chỉnh tần số này xuống 90Hz hoặc 60Hz nếu có nhu cầu.
Realme V25,https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/r/e/real_me_pro_002_2jpg,1290000,5,1,4,5,Điện thoại Realme V25 - Cấu hình cực đại trong phân khúc Màn hình tần số quét 120 Hz; vi xử lý Qualcomm Snapdragon 695 cùng 5000mAh pin ấn tượng chính là những thông số cấu hình có trên điện thoại Realme V25 - chiếc smartphone mới nhất của hãng Realme trong phân khúc trung cấp; hứa hẹn sẽ mang trải nghiệm smartphone toàn diện đến cho bạn. Thiết kế lộng lẫy sang trọng; màn hình 120 Hz nét mượt Điện thoại Realme V25 được hãng Realme mang đến ngôn ngữ thiết kế đầy lộng lẫy và sang trọng. Với ba tùy chọn màu gồm Đen; Xanh Lá và Tím; Realme V25 là chiếc smartphone hoàn toàn nổi bật trên tay bạn. Mặt lưng của Realme V25 được thiết kế phản chiếu ánh mặt trời (hoặc tia UV); giúp chiếc máy đổi màu liên tục khi sử dụng ngoài trời và càng tăng thêm nét cuốn hút. Độ mỏng của toàn thân Realme V25 chỉ có 8.5mm; tạo thuận tiện cho việc bỏ túi cũng như cầm nắm.Điện thoại Realme V25 tối ưu giải trí nhờ trang bị màn hình 6.6 inch có độ phân giải Full HD Plus (2412 x 1080 pixels). Đặc biệt; màn hình Realme V25 được tích hợp tần số quét lên đến 120 Hz giúp gia tăng độ mượt chuyển động ảnh; cho trải nghiệm giải trí thêm tối ưu hơn. Viền màn hình được thu hẹp đáng kể cho tỷ lệ hiển thị 20:9 rộng rãi và bắt mắt. Bộ ba camera 64 MP chụp đêm đầy ấn tượng Nếu bạn là một tín đồ nhiếp ảnh; bộ ba camera chất lượng trên Realme V25 sẽ đáp ứng tuyệt vời nhu cầu chụp ảnh sáng tạo của bạn. Trong bộ ba camera của Realme V25; camera chính 64 MP sẽ giúp bạn chụp ảnh ban đêm cực rõ nét; cùng với cảm biến lấy nét tự động cho ra loạt ảnh phong cảnh sống động. Hai camera phụ trên Realme V25 cung cấp cho bạn tính năng chụp macro; chụp chân dung; và tính năng chụp ảnh Trắng - Đen (B&W) đặc sắc.
Apple MacBook Air M1 256GB 2020,https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/m/a/mac_airjpg,23190000,1,2,1,5,ĐẶC ĐIỂM NỔI BẬT Hiệu năng vượt trội - Cân mọi tác vụ từ word; exel đến chỉnh sửa ảnh trên các phần mềm như AI; PTS Đa nhiệm mượt mà - Ram 8GB cho phép vừa mở trình duyệt để tra cứu thông tin; vừa làm việc trên phần mềm Trang bị SSD 256GB - Cho thời gian khởi động nhanh chóng; tối ưu hoá thời gian load ứng dụng Chất lượng hình ảnh sắc nét - Màn hình Retina cao cấp cùng công nghệ TrueTone cân bằng màu sắc Thiết kế sang trọng - Nặng chỉ 1.29KG; độ dày 16.1mm. Tiện lợi mang theo mọi nơi Macbook Air M1 2020 - Sang trọng; tinh tế; hiệu năng khủng Là dòng sản phẩm có thiết kế mỏng nhẹ; sang trọng và tinh tế cùng với đó là giá thành phải chăng nên MacBook Air đã thu hút được đông đảo người dùng yêu thích và lựa chọn. Một trong những phiên bản mới nhất mà khách hàng không thể bỏ qua khi đến với CellphoneS đó là MacBook Air M1. Dưới đây là chi tiết về thiết kế; cấu hình của máy. Thiết kế tinh tế; chất liệu nhôm bền bỉ MacBook Air 2020 M1 mới vẫn luôn tuân thủ triết lý thiết kế với những đường nét đơn nhưng vô cùng sang trọng. Máy có độ mỏng nhẹ chỉ 1;29kg và các cạnh tràn viền khiến thiết bị trở nên đẹp hơn và cao cấp hơn.Vỏ nhôm bên ngoài mang đến sự bền bỉ vượt trội theo thời gian. Các cổng vẫn được thiết kế tương tự như phiên bản trước đó được ra mắt hồi tháng 3 năm 2020.Màn hình Retina 13.3 inch tráng gương MacBook Air M1 256GB 2020 được trang bị màn hình Retina IPS 13.3 inch mang đến nhiều màu sắc hơn lên đến 48% so với những thế hệ trước đó. Bên cạnh đó; màn hình tráng gương tràn viền khiến viền giúp mỏng hơn 50% so với trước đây.
Apple MacBook Pro 13 Touch Bar M1 256GB 2020,https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/m/b/mbp-silver-select-202011-spajpg,30290000,1,2,8,5,ĐẶC ĐIỂM NỔI BẬT Xử lý đồ hoạ mượt mà - Chip M1 cho phép thao tác trên các phần mềm AI; Photoshop; Render Video; phát trực tiếp ở độ phân giải 4K Chất lượng hiển thị sắc nét - Độ phân giải retina màu sắc rực rỡ; tấm nền IPS cho góc nhìn 178 độ Bảo mật cao - Trang bị cảm biến vân tay cho phép mở máy chỉ với 1 chạm Mỏng nhẹ cao cấp - Mỏng chỉ 15.6mm; trọng lượng chỉ 1.4kg đồng hành cùng bạn mọi lúc mọi nơi Cảm giác gõ thoải mái - Bàn phím magic khắc phục hầu hết các nhược điểm củ thế hệ trước Macbook Pro M1 2020 – Hiệu năng vượt trội với chip M1 mạnh mẽ Máy tính bảng Macbook Pro M1 thế hệ mới vừa ra mắt được trang bị vi xử lý M1 do chính Apple tự thiết kế. Hứa hẹn mang đến hiệu năng cực kì mạnh mẽ; thời gian sử dụng cực kì ấn tượng. Thiết kế trau chuốt từng đường nét; trải nghiệm hình ảnh sắc nét với màn hình Retina Vẫn kế thừa thiết kế từ người tiềm nhiệm trước đó của mình; Macbook Pro 2020 M1 vẫn sở hữu thiết kế nhôm nguyên khối; các đường viền trên máy được cắt CNC tỉ mỉ; sắc xảo.Màn hình Retina 13.3 inches sắc nét; tấm nền LED mang đến màu đen sâu. Hỗ trợ dải màu rộng P3; công nghệ True Tone cân bằng màu trắng tự động để phù hợp với nhiệt độ màu của ánh sáng tự nhiên xung quanh; đem đến trải nghiệm hiển thị tự nhiên nhất.
Apple iMac 27 5K 2020 i5 31 8GB 256GB Radeon 5300 (MXWT2),https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/i/m/imac_21_inch_2020_mac24h_xuo7-a6_1png,36590000,1,2,8,7,ĐẶC ĐIỂM NỔI BẬT Xử lý đồ hoạ mượt mà - Chip M1 cho phép thao tác trên các phần mềm AI; Photoshop; Render Video; phát trực tiếp ở độ phân giải 4K Chất lượng hiển thị sắc nét - Độ phân giải retina màu sắc rực rỡ; tấm nền IPS cho góc nhìn 178 độ Bảo mật cao - Trang bị cảm biến vân tay cho phép mở máy chỉ với 1 chạm Mỏng nhẹ cao cấp - Mỏng chỉ 15.6mm; trọng lượng chỉ 1.4kg đồng hành cùng bạn mọi lúc mọi nơi Cảm giác gõ thoải mái - Bàn phím magic khắc phục hầu hết các nhược điểm củ thế hệ trước Macbook Pro M1 2020 – Hiệu năng vượt trội với chip M1 mạnh mẽ Máy tính bảng Macbook Pro M1 thế hệ mới vừa ra mắt được trang bị vi xử lý M1 do chính Apple tự thiết kế. Hứa hẹn mang đến hiệu năng cực kì mạnh mẽ; thời gian sử dụng cực kì ấn tượng. Thiết kế trau chuốt từng đường nét; trải nghiệm hình ảnh sắc nét với màn hình Retina Vẫn kế thừa thiết kế từ người tiềm nhiệm trước đó của mình; Macbook Pro 2020 M1 vẫn sở hữu thiết kế nhôm nguyên khối; các đường viền trên máy được cắt CNC tỉ mỉ; sắc xảo.Màn hình Retina 13.3 inches sắc nét; tấm nền LED mang đến màu đen sâu. Hỗ trợ dải màu rộng P3; công nghệ True Tone cân bằng màu trắng tự động để phù hợp với nhiệt độ màu của ánh sáng tự nhiên xung quanh; đem đến trải nghiệm hiển thị tự nhiên nhất.Phản hồi siêu tốc với vi xử lý M1 mạnh mẽ; macOS Big Sur nhiều tính năng mạnh mẽ.Vi xử lý M1 đến từ Apple với 8 nhân cho CPU và GPU mang đến tốc độ nhanh đến 2;8 lần; xử lý đồ họa nhanh hơn 5 lần thế hệ trước. Tích hợp 16 nhân Neurral Engine nâng cao khả năng xử lý cho các tác vụ Machine Learning nhanh hơn 15 lần.
Macbook Pro 14 inch 2021,https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/m/a/macbook-pro-2021-007_1jpg,49990000,1,2,2,0,"ĐẶC ĐIỂM NỔI BẬT Hiệu năng vượt trội - Cân mọi tác vụ từ công việc; đồ họa cho đến những tựa game nặng Đa nhiệm mượt mà - RAM 16 GB giải quyết khối lượng công việc “nặng đô” một cách nhanh chóng và ấn tượng SSD 512 GB - Tăng tốc toàn diện và khởi động trong tích tắt Màn hình 14.2 inch Liquid Retina XDR (3024 x 1964) chất lượng hiển thị vô cùng sắc nét Macbook Pro 14 inch - Chiếc Macbook đáng mong đợi nhất 2021 Kế thừa những tinh hoa từ đời MacBook tốt nhất cùng với những nâng cấp đáng kể trong nhiều năm qua; Macbook Pro 14 inch dự kiến sẽ là mẫu laptop làm cho giới công nghệ ""phát sốt""; cũng như là cỗ máy xử lý công việc tối ưu hiệu quả.Thiết kế lưng máy phẳng tối giản; màn hình XDR Retina 14 inch rực rỡMáy sẽ mang kiểu dáng được Apple tái thiết kế lại cho dòng MacBook Pro năm 2021. MacBook Pro 14 inch 2021 sẽ được làm phẳng tối giản ở các cạnh nhằm tạo vẻ hiện đại cho máy. Đặc biệt; máy sẽ được trang bị khe cắm thẻ SDXC. Đây chính là điểm ưu đối với các nhiếp ảnh gia hoặc người dùng không chuộng cổng USB-C để sao lưu dữ liệu. Macbook Pro 14 2021 sẽ có màn hình kích thước 14 inch và sử dụng công nghệ màn hình Liquid Retina XDR tiên tiến. Tấm nền sẽ cải thiện độ sáng và độ bão hòa trên màn hình một cách đáng kể; qua đó giúp cho những công việc thiết kế đồ họa hay giải trí trở nên tốt hơn."
Apple Mac mini M1 256GB 2020,https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/i/m/img-apple-main_1jpg,16990000,1,2,4,5,ĐẶC ĐIỂM NỔI BẬT Vi xử lý M1 mạnh mẽ - Phục vụ tốt cho các tác vụ đồ hoạ như Photoshop; AI; Pr hay các tác vụ về tính toán; lập trình Đa nhiệm tốt - Ram 8GB cho phép mở cùng lúc nhiều ứng dụng mà vẫn đảm bảo hiệu năng Xử lý nhanh chóng - Ổ cứng SSD 256GB cho tốc độ mở ứng dụng nhanh; phục vụ tốt nhu cầu hằng ngày Kích thước nhỏ gọn - Độ dày 36mm; nặng chỉ 1.2kg giúp bạn dễ dàng mang theo Hỗ trợ nhiều cổng kết nối - 2 cổng Thunderbolt 4 cùng các cổng USB-A; HDMI 2.0; Wi-Fi 6; LAN tiện lợi Apple Mac Mini 2020 M1 256GB Chính Hãng (MGNR3) – Dòng Mac nhỏ gọn và mạnh mẽ Nếu là người thích một chiếc máy tính nhỏ gọn; đơn giản nhưng có hiệu năng phải thật mạnh mẽ để hỗ trợ bạn dù là công việc hay trong giải trí thì dòng máy tính Apple Mac Mini M1 256GB 2020 sẽ là người bạn đồng hành lý tưởng của bạn. Hãy cùng điểm qua những điểm nổi bật của chiếc máy tính Mac nhỏ gọn nhất vừa được ra mắt của nhà Táo nhé. Kích thước nhỏ gọn và tối giản; hoàn thiện từ hợp kim cao cấp Mac Mini M1 2020 256GB sở hữu kích thước vô cùng ấn tượng với 19.7 cm cho cả chiều rộng và chiều ngang; cân nặng chỉ 1.2 kg. Nhờ thiết kế nhỏ gọn này mà khi hoạt động máy giảm lượng điện năng tiêu thụ lên đến 60% so với thế hệ trước đó.Bên ngoài của chiếc Mac mini m1 được chế tác hoàn toàn 100% từ hợp kim nhôm được tái chế; vừa giúp tiết giảm chi phí sản xuất; vừa bảo vệ môi trường. Vi xử lý M1 mạnh mẽ với 8 nhân CPU và GPU; 16 nhân Neural Engine Apple Mac Mini M1 sở hữu vi xử lý M1 mới nhất được chính Apple thiết kế; mang đến hiệu năng vượt trội với 8 nhân CPU mang đến tốc độ xử lý gấp 3 lần và 8 nhân GPU cho khả năng xử lý độ họa gấp 8 lần thế hệ trước đó.
iMac 24 2021 M1 7GPU 8GB 256GB,https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/i/m/imac-2021-1jpg,32590000,1,2,5,7,iMac 2021 trải nghiệm ấn tượng với màn hình 4.5K Mac là thiết bị được tích hợp màn hình với hệ thống CPU. Với thiết kế tinh tế; hoạt động mạnh mẽ; iMac sẽ giúp không gian làm việc của bạn thêm phần sang trọng cũng như tiết kiệm được tối đa khoảng trống. Là thiết kế mới nhất của Apple; iMac 2021 chắc chắn sẽ mang đến cho người dùng những trải nghiệm ấn tượng không chỉ về thiết kế mà còn cả về hiệu năng. Thiết kế siêu mỏng; 7 tùy chọn màu sắc So với các phiên bản trước đó; iMac 2021 được thiết kế nâng cấp mang đến sự bất ngờ cho các tín đồ nhà IFan. Chiếc iMac mới chỉ mỏng 11.4mm; nó có độ mỏng gấp đôi so với một chiếc iPad Pro 12.9-inch. Nhìn tổng thể chúng trông giống như một chiếc iPad phóng to và được kèm theo đó là một chiếc chân đế. iMac mới này nhỏ hơn tới 50% so với thế hệ tiền nhiệm nhưng có khả năng hiển thị rộng hơn do viền màn hình được tinh chỉnh tối đa. Đây sẽ là một sự lựa chọn hợp lý dành cho những ai muốn sở hữu một chiếc bàn làm việc gọn gàng và tối giản.iMac 2021 được làm từ chất liệu nhôm tái chế 100%. Với 7 tuỳ chọn màu sắc bao gồm: xanh; vàng; cam; đỏ; tím; xanh dương và màu bạc sẽ mang đến cho người dùng lựa chọn yêu thích. Màn hình 24 inch; nâng cấp ấn tượng Không chỉ về thiết kế; màn hình iMac 2021 cũng được nâng cấp khá ấn tượng. Với kích thước 24 inch và độ phân giải 4.5K kết hợp với viền màn hình cực mỏng từ đó mang đến khả năng hiển thị rộng hơn.
Apple MacBook Air M1 16GB 256GB 2020,https://cdncellphonescomvn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/m/a/macbook-air-gold-select-201810_4_2jpg,29590000,1,2,6,7,ĐẶC ĐIỂM NỔI BẬT Hiệu năng vượt trội - Cân mọi tác vụ từ word; exel đến chỉnh sửa ảnh trên các phần mềm như AI; PTS Đa nhiệm mượt mà - Ram 16GB thoải mái sử dụng nhiều tác vụ cùng lúc Trang bị SSD 256GB - Cho thời gian khởi động nhanh chóng; tối ưu hoá thời gian load ứng dụng Chất lượng hình ảnh sắc nét - Màn hình Retina cao cấp cùng công nghệ TrueTone cân bằng màu sắc Thiết kế sang trọng - Nặng chỉ 1.29KG; độ dày 16.1mm. Tiện lợi mang theo mọi nơi Macbook Air M1 2020 phiên bản RAM 16GB và dung lượng lưu trữ 256GB được trang bị màn hình 13.3 inch độ phân giải 2560 x 1600 pixels; chip xử lý Apple M1 8 nhân; bao gồm 4 nhân hiệu suất cao và 4 nhân hiệu suất thấp mang đến sức mạnh vượt trội hơn đến 98% so với các laptop Windows và hiệu năng vượt trội hơn so với các phiên bản Air sử dụng chip Intel.
